235.679, 129.411, 8.298, 13.652 False
235.402, 129.410, 8.298, 13.685 False
235.126, 129.410, 8.298, 13.718 False
234.849, 129.410, 8.298, 13.751 False
234.573, 129.410, 8.298, 13.784 False
234.296, 129.410, 8.298, 13.817 False
234.019, 129.410, 8.299, 13.850 False
233.743, 129.410, 8.299, 13.883 False
233.466, 129.411, 8.299, 13.916 False
233.189, 129.411, 8.299, 13.949 False
232.913, 129.411, 8.299, 13.982 False
232.636, 129.411, 8.299, 14.015 False
232.359, 129.412, 8.299, 14.048 False
232.083, 129.412, 8.299, 14.081 False
231.806, 129.412, 8.299, 14.114 False
231.530, 129.413, 8.299, 14.147 False
231.253, 129.413, 8.300, 14.180 False
230.976, 129.414, 8.300, 14.213 False
230.700, 129.414, 8.300, 14.246 False
230.423, 129.415, 8.300, 14.279 False
230.146, 129.416, 8.300, 14.312 False
229.870, 129.416, 8.300, 14.345 False
229.593, 129.417, 8.300, 14.378 False
229.316, 129.418, 8.300, 14.411 False
229.040, 129.418, 8.300, 14.444 False
228.763, 129.419, 8.300, 14.477 False
228.486, 129.420, 8.301, 14.510 False
228.210, 129.421, 8.301, 14.543 False
227.933, 129.421, 8.301, 14.576 False
227.656, 129.422, 8.301, 14.609 False
227.379, 129.423, 8.301, 14.642 False
227.103, 129.424, 8.301, 14.675 False
226.826, 129.425, 8.301, 14.708 False
226.549, 129.426, 8.301, 14.741 False
226.273, 129.426, 8.301, 14.774 False
225.996, 129.427, 8.301, 14.807 False
225.719, 129.428, 8.302, 14.840 False
225.442, 129.429, 8.302, 14.873 False
225.166, 129.430, 8.302, 14.906 False
224.889, 129.431, 8.302, 14.939 False
224.612, 129.432, 8.302, 14.972 False
224.336, 129.433, 8.302, 15.005 False
224.059, 129.434, 8.302, 15.038 False
223.782, 129.435, 8.302, 15.071 False
223.505, 129.436, 8.302, 15.104 False
223.229, 129.437, 8.302, 15.137 False
222.952, 129.438, 8.303, 15.170 False
222.675, 129.439, 8.303, 15.203 False
222.398, 129.440, 8.303, 15.236 False
222.122, 129.441, 8.303, 15.269 False
221.845, 129.441, 8.303, 15.302 False
221.568, 129.442, 8.303, 15.335 False
221.291, 129.443, 8.303, 15.368 False
221.015, 129.444, 8.303, 15.401 False
220.738, 129.445, 8.303, 15.434 False
220.461, 129.446, 8.303, 15.467 False
220.184, 129.447, 8.303, 15.500 False
219.907, 129.448, 8.304, 15.533 False
219.631, 129.449, 8.304, 15.566 False
219.354, 129.450, 8.304, 15.599 False
219.077, 129.451, 8.304, 15.632 False
218.800, 129.452, 8.304, 15.665 False
218.523, 129.453, 8.304, 15.698 False
218.247, 129.454, 8.304, 15.731 False
217.970, 129.455, 8.304, 15.764 False
217.693, 129.456, 8.304, 15.797 False
217.416, 129.456, 8.304, 15.830 False
217.139, 129.457, 8.304, 15.863 False
216.863, 129.458, 8.305, 15.896 False
216.586, 129.459, 8.305, 15.929 False
216.309, 129.460, 8.305, 15.962 False
216.032, 129.461, 8.305, 15.995 False
215.755, 129.462, 8.305, 16.028 False
215.478, 129.462, 8.305, 16.061 False
215.202, 129.463, 8.305, 16.094 False
214.925, 129.464, 8.305, 16.127 False
214.648, 129.465, 8.305, 16.160 False
214.371, 129.466, 8.305, 16.193 False
214.094, 129.466, 8.305, 16.226 False
213.817, 129.467, 8.305, 16.259 False
213.541, 129.468, 8.306, 16.292 False
213.264, 129.469, 8.306, 16.325 False
212.987, 129.469, 8.306, 16.358 False
212.710, 129.470, 8.306, 16.391 False
212.433, 129.471, 8.306, 16.424 False
212.156, 129.472, 8.306, 16.457 False
211.879, 129.472, 8.306, 16.490 False
211.602, 129.473, 8.306, 16.523 False
211.326, 129.474, 8.306, 16.556 False
211.049, 129.474, 8.306, 16.589 False
210.772, 129.475, 8.306, 16.622 False
210.495, 129.476, 8.307, 16.655 False
210.218, 129.476, 8.307, 16.688 False
209.941, 129.477, 8.307, 16.721 False
209.664, 129.477, 8.307, 16.754 False
209.387, 129.478, 8.307, 16.787 False
209.111, 129.479, 8.307, 16.820 False
208.834, 129.479, 8.307, 16.853 False
208.557, 129.480, 8.307, 16.886 False
208.280, 129.480, 8.307, 16.919 False
208.003, 129.481, 8.307, 16.952 False
207.726, 129.481, 8.307, 16.985 False
207.449, 129.482, 8.307, 17.018 False
207.172, 129.482, 8.307, 17.051 False
206.895, 129.483, 8.308, 17.084 False
206.618, 129.483, 8.308, 17.117 False
206.341, 129.484, 8.308, 17.150 False
206.065, 129.484, 8.308, 17.183 False
205.788, 129.485, 8.308, 17.216 False
205.511, 129.485, 8.308, 17.249 False
205.234, 129.485, 8.308, 17.282 False
204.957, 129.486, 8.308, 17.315 False
204.680, 129.486, 8.308, 17.348 False
204.403, 129.487, 8.308, 17.381 False
204.126, 129.487, 8.308, 17.414 False
203.849, 129.487, 8.308, 17.447 False
203.572, 129.488, 8.308, 17.480 False
203.295, 129.488, 8.309, 17.513 False
203.018, 129.488, 8.309, 17.546 False
202.741, 129.489, 8.309, 17.579 False
202.464, 129.489, 8.309, 17.612 False
202.187, 129.489, 8.309, 17.645 False
201.910, 129.490, 8.309, 17.678 False
201.633, 129.490, 8.309, 17.711 False
201.356, 129.490, 8.309, 17.744 False
201.079, 129.491, 8.309, 17.777 False
200.803, 129.491, 8.309, 17.810 False
200.526, 129.491, 8.309, 17.843 False
200.249, 129.491, 8.309, 17.876 False
199.972, 129.492, 8.309, 17.909 False
199.695, 129.492, 8.310, 17.942 False
199.418, 129.492, 8.310, 17.975 False
199.141, 129.492, 8.310, 18.008 False
198.864, 129.493, 8.310, 18.041 False
198.587, 129.493, 8.310, 18.074 False
198.310, 129.493, 8.310, 18.107 False
